start,end,duration_seconds,duration_minutes,app,device_id
2026-04-11T11:25:00.449218+02:00,2026-04-11T11:25:21.053450+02:00,20,0.33,com.revolut.revolut,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T11:25:22.721190+02:00,2026-04-11T11:25:38.791869+02:00,16,0.27,com.lidl.eci.lidl.plus,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T11:26:00.880359+02:00,2026-04-11T11:26:02.326842+02:00,1,0.02,com.lidl.eci.lidl.plus,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T11:26:02.361598+02:00,2026-04-11T11:26:05.581486+02:00,3,0.05,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T11:26:19.800647+02:00,2026-04-11T11:26:39.346203+02:00,19,0.32,com.revolut.revolut,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T11:26:40.333497+02:00,2026-04-11T11:26:58.542729+02:00,18,0.3,com.apple.PassbookUIService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T11:27:06.053792+02:00,2026-04-11T11:27:06.636426+02:00,0,0.0,com.apple.camera,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T11:55:36.006698+02:00,2026-04-11T11:55:39.947745+02:00,3,0.05,com.apple.PassbookUIService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T11:57:45.302742+02:00,2026-04-11T11:58:22.556683+02:00,37,0.62,com.apple.PassbookUIService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T13:06:36.614389+02:00,2026-04-11T13:08:03.161611+02:00,86,1.43,com.revolut.revolut,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T13:08:16.976008+02:00,2026-04-11T13:08:20.255697+02:00,3,0.05,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T13:08:41.120408+02:00,2026-04-11T13:10:04.099930+02:00,82,1.37,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T13:19:57.882645+02:00,2026-04-11T13:20:38.228682+02:00,40,0.67,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T15:02:33.701452+02:00,2026-04-11T15:02:54.531309+02:00,20,0.33,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T15:05:43.866264+02:00,2026-04-11T15:06:14.458341+02:00,30,0.5,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T15:06:14.816726+02:00,2026-04-11T15:06:20.036778+02:00,5,0.08,com.apple.mobilephone,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T15:06:20.036778+02:00,2026-04-11T15:08:00.613148+02:00,100,1.67,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T15:08:00.613148+02:00,2026-04-11T15:08:06.708880+02:00,6,0.1,com.apple.mobilephone,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T15:09:00.329251+02:00,2026-04-11T15:09:19.517031+02:00,19,0.32,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T15:12:02.186495+02:00,2026-04-11T15:12:06.758582+02:00,4,0.07,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T15:12:06.779598+02:00,2026-04-11T15:12:12.090925+02:00,5,0.08,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T15:12:12.114702+02:00,2026-04-11T15:12:16.454149+02:00,4,0.07,com.facebook.Messenger,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T15:17:06.190074+02:00,2026-04-11T15:17:59.991135+02:00,53,0.88,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T15:52:41.709610+02:00,2026-04-11T15:52:43.495570+02:00,1,0.02,com.apple.PassbookUIService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T16:22:08.058260+02:00,2026-04-11T16:22:18.024249+02:00,9,0.15,com.apple.calculator,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T16:22:27.070038+02:00,2026-04-11T16:22:37.217497+02:00,10,0.17,com.apple.calculator,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T19:13:42.636010+02:00,2026-04-11T19:13:49.257103+02:00,6,0.1,com.apple.calculator,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T19:19:38.054257+02:00,2026-04-11T19:22:09.608374+02:00,151,2.52,com.apple.calculator,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T20:56:51.231599+02:00,2026-04-11T20:56:53.556698+02:00,2,0.03,com.apple.calculator,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T20:56:55.210540+02:00,2026-04-11T20:57:27.483129+02:00,32,0.53,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T20:57:27.483129+02:00,2026-04-11T20:57:29.044209+02:00,1,0.02,com.apple.calculator,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T20:57:33.267820+02:00,2026-04-11T20:57:34.860547+02:00,1,0.02,com.apple.calculator,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T20:57:34.860547+02:00,2026-04-11T20:57:36.458962+02:00,1,0.02,com.apple.calculator,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T20:57:36.458962+02:00,2026-04-11T20:57:38.557377+02:00,2,0.03,com.apple.calculator,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T21:07:09.728624+02:00,2026-04-11T21:07:12.386382+02:00,2,0.03,com.apple.calculator,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T21:07:13.465141+02:00,2026-04-11T21:12:15.323882+02:00,301,5.02,com.facebook.Facebook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T21:12:23.270709+02:00,2026-04-11T21:15:11.649936+02:00,168,2.8,com.facebook.Facebook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T21:34:20.458671+02:00,2026-04-11T21:34:22.089240+02:00,1,0.02,com.apple.Preferences,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T21:34:27.491896+02:00,2026-04-11T21:36:25.298319+02:00,117,1.95,com.apple.calculator,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T21:36:26.435959+02:00,2026-04-11T21:37:02.227801+02:00,35,0.58,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T21:37:02.253255+02:00,2026-04-11T21:37:14.208670+02:00,11,0.18,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T21:37:16.542943+02:00,2026-04-11T21:39:21.098540+02:00,124,2.07,com.facebook.Facebook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T21:39:22.195965+02:00,2026-04-11T21:39:35.634820+02:00,13,0.22,com.lidl.eci.lidl.plus,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T21:42:50.155543+02:00,2026-04-11T21:42:58.654279+02:00,8,0.13,com.apple.Preferences,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T21:43:23.000248+02:00,2026-04-11T21:43:59.207972+02:00,36,0.6,com.apple.mobiletimer,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-11T21:44:22.198860+02:00,2026-04-11T21:44:22.628624+02:00,0,0.0,com.apple.camera,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T01:30:00.260763+02:00,2026-04-12T01:30:15.036878+02:00,14,0.23,com.apple.ClockAngel,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T01:31:00.089543+02:00,2026-04-12T01:31:03.940531+02:00,3,0.05,com.apple.ClockAngel,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T01:37:22.735177+02:00,2026-04-12T01:37:27.096582+02:00,4,0.07,com.apple.mobiletimer,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T02:00:28.502492+02:00,2026-04-12T02:01:55.070997+02:00,86,1.43,com.openai.chat,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T07:54:19.221219+02:00,2026-04-12T07:55:35.594654+02:00,76,1.27,com.microsoft.Office.Outlook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T07:58:48.406267+02:00,2026-04-12T08:02:19.435689+02:00,211,3.52,com.openai.chat,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T08:04:10.802277+02:00,2026-04-12T08:06:03.269345+02:00,112,1.87,com.openai.chat,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T08:06:05.236130+02:00,2026-04-12T08:09:45.826853+02:00,220,3.67,com.openai.chat,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T08:13:50.038003+02:00,2026-04-12T08:13:51.634510+02:00,1,0.02,com.openai.chat,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T08:13:51.652448+02:00,2026-04-12T08:15:25.250721+02:00,93,1.55,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T08:15:26.548026+02:00,2026-04-12T08:18:57.731651+02:00,211,3.52,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T08:19:00.771774+02:00,2026-04-12T08:20:55.237740+02:00,114,1.9,com.apple.mobileslideshow,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T08:20:55.237740+02:00,2026-04-12T08:23:12.656333+02:00,137,2.28,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T08:23:13.512680+02:00,2026-04-12T08:23:23.834281+02:00,10,0.17,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T08:23:24.360756+02:00,2026-04-12T08:23:34.627024+02:00,10,0.17,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T08:23:34.648232+02:00,2026-04-12T08:24:16.833008+02:00,42,0.7,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T08:33:01.753688+02:00,2026-04-12T08:36:25.737391+02:00,203,3.38,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T08:36:27.314529+02:00,2026-04-12T08:45:15.614292+02:00,528,8.8,com.facebook.Facebook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T09:45:43.390233+02:00,2026-04-12T09:46:02.289022+02:00,18,0.3,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T09:47:27.964971+02:00,2026-04-12T09:47:53.723898+02:00,25,0.42,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T09:48:17.053445+02:00,2026-04-12T09:48:26.826319+02:00,9,0.15,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T09:58:25.476301+02:00,2026-04-12T09:59:09.849756+02:00,44,0.73,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T10:11:11.351349+02:00,2026-04-12T10:11:32.263787+02:00,20,0.33,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T10:11:35.988044+02:00,2026-04-12T10:11:56.477572+02:00,20,0.33,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T10:15:03.597244+02:00,2026-04-12T10:15:21.053467+02:00,17,0.28,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T10:25:16.513485+02:00,2026-04-12T10:25:19.423086+02:00,2,0.03,com.apple.camera,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T10:25:32.260949+02:00,2026-04-12T10:25:40.171348+02:00,7,0.12,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T10:25:40.190632+02:00,2026-04-12T10:26:04.961194+02:00,24,0.4,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T10:26:04.977330+02:00,2026-04-12T10:26:09.111525+02:00,4,0.07,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T10:26:10.273593+02:00,2026-04-12T10:27:31.123275+02:00,80,1.33,com.facebook.Facebook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T10:29:56.904386+02:00,2026-04-12T10:30:35.751554+02:00,38,0.63,com.facebook.Facebook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T10:32:25.893662+02:00,2026-04-12T10:36:17.984761+02:00,232,3.87,com.facebook.Facebook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T10:36:20.960653+02:00,2026-04-12T10:37:42.491273+02:00,81,1.35,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T12:10:25.625545+02:00,2026-04-12T12:10:50.436963+02:00,24,0.4,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T12:32:33.709641+02:00,2026-04-12T12:32:33.876279+02:00,0,0.0,com.hisense.juconnect.connectLife,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T12:32:37.625242+02:00,2026-04-12T12:32:50.042754+02:00,12,0.2,com.hisense.juconnect.connectLife,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T13:19:42.899023+02:00,2026-04-12T13:21:26.927834+02:00,104,1.73,com.facebook.Facebook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T13:21:27.844486+02:00,2026-04-12T13:24:58.987919+02:00,211,3.52,com.notino.notino,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T13:25:37.396677+02:00,2026-04-12T13:26:33.900986+02:00,56,0.93,com.notino.notino,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T13:59:47.841282+02:00,2026-04-12T14:01:38.577285+02:00,110,1.83,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T14:01:39.865082+02:00,2026-04-12T14:01:51.193653+02:00,11,0.18,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T14:01:54.791406+02:00,2026-04-12T14:01:58.467144+02:00,3,0.05,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T14:12:46.654326+02:00,2026-04-12T14:12:54.548967+02:00,7,0.12,com.microsoft.Office.Outlook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T14:12:54.548967+02:00,2026-04-12T14:15:23.153571+02:00,148,2.47,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T14:15:24.692506+02:00,2026-04-12T14:16:38.636090+02:00,73,1.22,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T14:17:46.404736+02:00,2026-04-12T14:19:05.270027+02:00,78,1.3,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T14:41:10.814643+02:00,2026-04-12T14:41:41.790274+02:00,30,0.5,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T14:41:41.807127+02:00,2026-04-12T14:41:45.036172+02:00,3,0.05,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T14:41:45.841521+02:00,2026-04-12T14:48:25.882526+02:00,400,6.67,com.facebook.Facebook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T16:40:43.750441+02:00,2026-04-12T16:40:44.282192+02:00,0,0.0,com.apple.camera,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T16:49:18.146088+02:00,2026-04-12T16:49:21.778168+02:00,3,0.05,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T16:52:03.072811+02:00,2026-04-12T16:52:13.510895+02:00,10,0.17,com.apple.calculator,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T17:23:25.185558+02:00,2026-04-12T17:23:26.699061+02:00,1,0.02,com.apple.calculator,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T17:23:43.919723+02:00,2026-04-12T17:23:51.716116+02:00,7,0.12,com.apple.mobilecal,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T17:24:06.769884+02:00,2026-04-12T17:24:12.694062+02:00,5,0.08,com.apple.mobilecal,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T18:08:37.475486+02:00,2026-04-12T18:08:37.477748+02:00,0,0.0,com.apple.camera,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T18:08:37.504782+02:00,2026-04-12T18:08:41.916176+02:00,4,0.07,com.apple.camera,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T18:09:27.981769+02:00,2026-04-12T18:09:42.577385+02:00,14,0.23,com.microsoft.azureauthenticator,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T18:09:42.577385+02:00,2026-04-12T18:09:45.148357+02:00,2,0.03,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T18:21:19.746126+02:00,2026-04-12T18:21:27.032048+02:00,7,0.12,com.microsoft.Office.Outlook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T18:41:47.028961+02:00,2026-04-12T18:41:49.286168+02:00,2,0.03,com.microsoft.Office.Outlook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T18:41:52.070953+02:00,2026-04-12T18:41:59.808482+02:00,7,0.12,com.apple.Preferences,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T18:41:59.808482+02:00,2026-04-12T18:42:09.734193+02:00,9,0.15,com.microsoft.Office.Outlook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T18:42:11.516371+02:00,2026-04-12T18:42:32.269054+02:00,20,0.33,com.apple.mobileslideshow,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T18:59:13.638116+02:00,2026-04-12T18:59:43.136858+02:00,29,0.48,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T18:59:43.158835+02:00,2026-04-12T18:59:59.524077+02:00,16,0.27,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T18:59:59.524077+02:00,2026-04-12T19:00:07.194450+02:00,7,0.12,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T19:00:07.665139+02:00,2026-04-12T19:00:53.845515+02:00,46,0.77,com.facebook.Facebook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T19:00:53.845515+02:00,2026-04-12T19:00:57.431681+02:00,3,0.05,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T19:00:57.431681+02:00,2026-04-12T19:08:51.132544+02:00,473,7.88,com.facebook.Facebook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T19:08:52.563316+02:00,2026-04-12T19:08:56.735875+02:00,4,0.07,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T19:08:56.735875+02:00,2026-04-12T19:09:00.807956+02:00,4,0.07,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T20:06:28.005265+02:00,2026-04-12T20:06:28.456276+02:00,0,0.0,com.apple.camera,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T20:59:18.139695+02:00,2026-04-12T21:00:15.232288+02:00,57,0.95,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T21:08:39.227095+02:00,2026-04-12T21:08:45.596503+02:00,6,0.1,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T21:08:45.596503+02:00,2026-04-12T21:10:31.780793+02:00,106,1.77,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T21:10:32.011056+02:00,2026-04-12T21:10:36.249400+02:00,4,0.07,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T21:14:19.551089+02:00,2026-04-12T21:14:35.259607+02:00,15,0.25,com.poligram.mmobilnost,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T21:42:15.117571+02:00,2026-04-12T21:44:09.777053+02:00,114,1.9,com.apple.calculator,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T21:44:13.731277+02:00,2026-04-12T21:44:15.636156+02:00,1,0.02,com.apple.calculator,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T21:45:31.383736+02:00,2026-04-12T21:47:12.518496+02:00,101,1.68,com.facebook.Facebook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T21:47:20.241868+02:00,2026-04-12T21:47:30.774590+02:00,10,0.17,com.apple.Preferences,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T22:11:38.399492+02:00,2026-04-12T22:11:45.944742+02:00,7,0.12,com.hisense.juconnect.connectLife,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T22:11:45.944742+02:00,2026-04-12T22:11:48.971782+02:00,3,0.05,com.apple.Preferences,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T22:12:03.050975+02:00,2026-04-12T22:12:09.048176+02:00,5,0.08,com.hisense.juconnect.connectLife,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T22:18:00.440646+02:00,2026-04-12T22:22:12.051228+02:00,251,4.18,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T22:23:05.611112+02:00,2026-04-12T22:23:10.721846+02:00,5,0.08,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-12T22:24:24.279252+02:00,2026-04-12T22:24:32.184088+02:00,7,0.12,com.apple.Preferences,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T05:52:14.385055+02:00,2026-04-13T05:53:04.563943+02:00,50,0.83,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T05:53:04.597576+02:00,2026-04-13T05:53:21.286731+02:00,16,0.27,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T05:53:23.279381+02:00,2026-04-13T05:53:42.828073+02:00,19,0.32,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T05:53:43.352113+02:00,2026-04-13T05:53:55.901368+02:00,12,0.2,com.microsoft.azureauthenticator,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T05:53:55.901368+02:00,2026-04-13T05:54:36.768122+02:00,40,0.67,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T05:54:58.895512+02:00,2026-04-13T05:55:05.528814+02:00,6,0.1,com.apple.mobiletimer,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T05:55:54.890866+02:00,2026-04-13T05:56:08.481259+02:00,13,0.22,com.apple.mobiletimer,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T05:56:11.037197+02:00,2026-04-13T05:56:23.122199+02:00,12,0.2,com.poligram.mmobilnost,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T05:57:35.388742+02:00,2026-04-13T05:57:37.928971+02:00,2,0.03,com.poligram.mmobilnost,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T05:57:38.554736+02:00,2026-04-13T05:59:58.303786+02:00,139,2.32,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T06:00:02.149092+02:00,2026-04-13T06:00:16.016886+02:00,13,0.22,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T06:00:16.016886+02:00,2026-04-13T06:00:23.092121+02:00,7,0.12,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T06:00:23.092121+02:00,2026-04-13T06:00:24.583782+02:00,1,0.02,com.apple.mobiletimer,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T07:15:00.130914+02:00,2026-04-13T07:15:12.461247+02:00,12,0.2,com.apple.ClockAngel,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T07:20:00.089888+02:00,2026-04-13T07:20:27.241428+02:00,27,0.45,com.apple.ClockAngel,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T07:54:25.717702+02:00,2026-04-13T07:54:40.044311+02:00,14,0.23,com.microsoft.Office.Outlook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T07:54:41.831654+02:00,2026-04-13T07:55:03.556582+02:00,21,0.35,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T07:56:19.663111+02:00,2026-04-13T07:58:15.845269+02:00,116,1.93,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T07:58:40.382686+02:00,2026-04-13T08:02:18.787320+02:00,218,3.63,com.woltapp.wolt,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T08:08:03.909088+02:00,2026-04-13T08:08:06.763911+02:00,2,0.03,com.apple.mobilephone,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T08:08:06.763911+02:00,2026-04-13T08:08:09.904926+02:00,3,0.05,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T08:08:09.904926+02:00,2026-04-13T08:08:27.114302+02:00,17,0.28,com.apple.mobilephone,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T08:08:27.114302+02:00,2026-04-13T08:08:29.632351+02:00,2,0.03,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T08:08:29.632351+02:00,2026-04-13T08:08:32.097687+02:00,2,0.03,com.apple.mobilephone,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T08:08:32.114682+02:00,2026-04-13T08:08:48.674100+02:00,16,0.27,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T08:08:59.056614+02:00,2026-04-13T08:09:10.858761+02:00,11,0.18,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T08:11:23.476080+02:00,2026-04-13T08:11:26.770130+02:00,3,0.05,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T08:12:02.922624+02:00,2026-04-13T08:12:25.737605+02:00,22,0.37,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T08:13:21.330824+02:00,2026-04-13T08:14:37.948962+02:00,76,1.27,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T08:16:20.398905+02:00,2026-04-13T08:16:34.604225+02:00,14,0.23,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T08:16:34.616505+02:00,2026-04-13T08:16:53.293351+02:00,18,0.3,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T08:17:04.092576+02:00,2026-04-13T08:41:41.345004+02:00,1477,24.62,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T08:41:41.443627+02:00,2026-04-13T08:41:47.160175+02:00,5,0.08,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T08:41:49.215774+02:00,2026-04-13T08:44:53.321877+02:00,184,3.07,com.openai.chat,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T08:46:16.136840+02:00,2026-04-13T08:46:40.786876+02:00,24,0.4,com.openai.chat,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T08:46:41.045993+02:00,2026-04-13T08:46:47.953997+02:00,6,0.1,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-13T08:46:47.953997+02:00,2026-04-13T08:46:49.530888+02:00,1,0.02,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
