start,end,duration_seconds,duration_minutes,app,device_id
2026-04-20T14:35:34.257088+02:00,2026-04-20T14:35:37.333397+02:00,3,0.05,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T14:35:37.333397+02:00,2026-04-20T14:36:12.517569+02:00,35,0.58,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T14:36:12.517569+02:00,2026-04-20T14:36:20.766703+02:00,8,0.13,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T14:36:21.165919+02:00,2026-04-20T14:36:24.656487+02:00,3,0.05,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T14:36:24.669240+02:00,2026-04-20T14:36:40.903562+02:00,16,0.27,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T14:36:40.903562+02:00,2026-04-20T14:36:41.795088+02:00,0,0.0,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T14:36:41.795088+02:00,2026-04-20T14:36:52.914789+02:00,11,0.18,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T14:36:52.914789+02:00,2026-04-20T14:36:56.143861+02:00,3,0.05,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T14:36:56.143861+02:00,2026-04-20T14:37:42.053740+02:00,45,0.75,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T14:37:42.053740+02:00,2026-04-20T14:37:48.836437+02:00,6,0.1,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T14:37:48.836437+02:00,2026-04-20T14:37:52.075906+02:00,3,0.05,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T14:37:52.089759+02:00,2026-04-20T14:37:55.785851+02:00,3,0.05,com.apple.mobilephone,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T14:37:55.785851+02:00,2026-04-20T14:47:26.051992+02:00,570,9.5,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T14:47:35.939441+02:00,2026-04-20T14:47:36.554023+02:00,0,0.0,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T14:47:37.243581+02:00,2026-04-20T14:47:41.485881+02:00,4,0.07,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T14:47:44.701464+02:00,2026-04-20T14:47:58.792145+02:00,14,0.23,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T14:47:58.813476+02:00,2026-04-20T14:49:37.165743+02:00,98,1.63,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T14:49:38.455496+02:00,2026-04-20T14:49:45.853995+02:00,7,0.12,com.apple.mobilephone,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T14:50:49.093222+02:00,2026-04-20T14:50:53.625478+02:00,4,0.07,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T14:50:53.638934+02:00,2026-04-20T14:51:11.896569+02:00,18,0.3,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T14:51:11.896569+02:00,2026-04-20T14:51:51.004984+02:00,39,0.65,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T14:51:51.004984+02:00,2026-04-20T14:51:54.212102+02:00,3,0.05,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T14:51:54.383995+02:00,2026-04-20T14:52:22.815387+02:00,28,0.47,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T14:54:01.858992+02:00,2026-04-20T14:54:39.293197+02:00,37,0.62,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T15:04:44.093738+02:00,2026-04-20T15:04:49.701162+02:00,5,0.08,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T15:04:50.137045+02:00,2026-04-20T15:44:49.494848+02:00,2399,39.98,com.facebook.Facebook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T15:44:49.494848+02:00,2026-04-20T15:44:58.101558+02:00,8,0.13,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T15:44:59.045996+02:00,2026-04-20T15:45:35.478518+02:00,36,0.6,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T15:45:35.478518+02:00,2026-04-20T15:45:49.057387+02:00,13,0.22,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T15:45:49.969180+02:00,2026-04-20T15:45:56.574281+02:00,6,0.1,com.microsoft.azureauthenticator,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T15:45:56.574281+02:00,2026-04-20T15:47:21.326128+02:00,84,1.4,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T15:47:21.326128+02:00,2026-04-20T15:47:29.442886+02:00,8,0.13,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T15:47:29.442886+02:00,2026-04-20T15:47:36.950400+02:00,7,0.12,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T15:48:24.558046+02:00,2026-04-20T15:49:43.438587+02:00,78,1.3,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T15:49:45.726200+02:00,2026-04-20T15:50:12.464090+02:00,26,0.43,com.google.Gmail,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T15:50:12.464090+02:00,2026-04-20T15:50:30.907276+02:00,18,0.3,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T15:50:30.907276+02:00,2026-04-20T15:50:34.423675+02:00,3,0.05,com.google.Gmail,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T15:50:34.423675+02:00,2026-04-20T15:50:47.457671+02:00,13,0.22,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T15:52:50.499908+02:00,2026-04-20T15:53:41.215508+02:00,50,0.83,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:02:28.634014+02:00,2026-04-20T16:02:37.021817+02:00,8,0.13,com.google.Gmail,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:02:58.745376+02:00,2026-04-20T16:04:36.136160+02:00,97,1.62,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:04:40.334928+02:00,2026-04-20T16:04:56.785133+02:00,16,0.27,com.google.Gmail,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:04:56.785133+02:00,2026-04-20T16:05:20.084119+02:00,23,0.38,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:05:36.743443+02:00,2026-04-20T16:06:06.170999+02:00,29,0.48,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:06:06.201892+02:00,2026-04-20T16:06:06.714399+02:00,0,0.0,com.apple.mobilephone,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:06:08.256448+02:00,2026-04-20T16:06:08.271100+02:00,0,0.0,com.apple.camera,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:12:08.631831+02:00,2026-04-20T16:12:13.780143+02:00,5,0.08,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:12:25.573951+02:00,2026-04-20T16:12:30.844525+02:00,5,0.08,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:12:53.674576+02:00,2026-04-20T16:14:03.905383+02:00,70,1.17,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:15:09.771100+02:00,2026-04-20T16:15:12.260110+02:00,2,0.03,com.apple.mobilephone,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:15:12.978738+02:00,2026-04-20T16:15:16.825430+02:00,3,0.05,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:28:38.082238+02:00,2026-04-20T16:28:59.393092+02:00,21,0.35,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:28:59.418574+02:00,2026-04-20T16:29:05.570137+02:00,6,0.1,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:29:05.570137+02:00,2026-04-20T16:29:08.668695+02:00,3,0.05,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:29:08.668695+02:00,2026-04-20T16:29:17.970131+02:00,9,0.15,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:29:40.771160+02:00,2026-04-20T16:29:54.449191+02:00,13,0.22,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:29:55.096886+02:00,2026-04-20T16:30:01.639161+02:00,6,0.1,com.microsoft.azureauthenticator,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:30:01.639161+02:00,2026-04-20T16:31:20.733945+02:00,79,1.32,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:31:20.733945+02:00,2026-04-20T16:31:31.811558+02:00,11,0.18,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:31:35.433676+02:00,2026-04-20T16:31:39.917268+02:00,4,0.07,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:32:16.360615+02:00,2026-04-20T16:32:40.476992+02:00,24,0.4,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:32:49.948334+02:00,2026-04-20T16:32:56.773133+02:00,6,0.1,com.apple.mobileslideshow,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:33:06.518584+02:00,2026-04-20T16:33:19.758726+02:00,13,0.22,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:33:20.576367+02:00,2026-04-20T16:33:26.928488+02:00,6,0.1,com.microsoft.azureauthenticator,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:33:26.928488+02:00,2026-04-20T16:33:58.770791+02:00,31,0.52,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:49:42.939520+02:00,2026-04-20T16:49:45.628295+02:00,2,0.03,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:49:47.460983+02:00,2026-04-20T16:49:55.792464+02:00,8,0.13,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:53:34.502157+02:00,2026-04-20T16:53:57.965118+02:00,23,0.38,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:53:58.507672+02:00,2026-04-20T16:54:23.128245+02:00,24,0.4,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:54:23.148444+02:00,2026-04-20T16:54:57.013873+02:00,33,0.55,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:56:03.441883+02:00,2026-04-20T16:56:14.682346+02:00,11,0.18,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T16:56:16.073877+02:00,2026-04-20T16:56:25.418746+02:00,9,0.15,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T17:06:07.017104+02:00,2026-04-20T17:06:30.687354+02:00,23,0.38,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T17:06:30.687354+02:00,2026-04-20T17:06:31.639737+02:00,0,0.0,com.apple.mobilephone,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T17:18:43.930958+02:00,2026-04-20T17:18:45.972825+02:00,2,0.03,com.apple.mobilephone,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T17:18:45.972825+02:00,2026-04-20T17:18:52.722717+02:00,6,0.1,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T17:37:11.986419+02:00,2026-04-20T17:37:11.989029+02:00,0,0.0,com.apple.camera,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T17:37:12.016565+02:00,2026-04-20T17:39:10.312750+02:00,118,1.97,com.apple.camera,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T17:39:11.138191+02:00,2026-04-20T17:42:40.701224+02:00,209,3.48,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T17:47:12.343920+02:00,2026-04-20T17:47:14.492163+02:00,2,0.03,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T17:47:14.510379+02:00,2026-04-20T17:47:35.509948+02:00,20,0.33,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T17:47:35.509948+02:00,2026-04-20T17:47:49.328317+02:00,13,0.22,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T17:48:02.745566+02:00,2026-04-20T17:48:25.749058+02:00,23,0.38,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T17:51:47.001308+02:00,2026-04-20T17:52:42.957924+02:00,55,0.92,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T18:10:01.521446+02:00,2026-04-20T18:10:11.272267+02:00,9,0.15,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T18:10:11.345149+02:00,2026-04-20T18:10:38.591858+02:00,27,0.45,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T18:10:38.591858+02:00,2026-04-20T18:10:42.074859+02:00,3,0.05,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T18:10:45.483451+02:00,2026-04-20T18:11:02.871609+02:00,17,0.28,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T18:11:02.871609+02:00,2026-04-20T18:11:06.026408+02:00,3,0.05,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T18:11:06.026408+02:00,2026-04-20T18:11:20.070091+02:00,14,0.23,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T18:12:48.747050+02:00,2026-04-20T18:13:23.883288+02:00,35,0.58,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T18:14:59.079714+02:00,2026-04-20T18:15:39.603989+02:00,40,0.67,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T18:16:45.329423+02:00,2026-04-20T18:16:53.281326+02:00,7,0.12,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T18:16:53.459265+02:00,2026-04-20T18:17:14.183690+02:00,20,0.33,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T18:18:06.260697+02:00,2026-04-20T18:18:13.553424+02:00,7,0.12,com.apple.calculator,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T18:20:38.363517+02:00,2026-04-20T18:20:41.762808+02:00,3,0.05,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T18:20:41.781016+02:00,2026-04-20T18:21:12.771959+02:00,30,0.5,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T19:13:45.793335+02:00,2026-04-20T19:13:51.783586+02:00,5,0.08,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T19:16:53.049293+02:00,2026-04-20T19:17:17.779624+02:00,24,0.4,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T20:23:52.584936+02:00,2026-04-20T20:23:54.795519+02:00,2,0.03,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T20:23:55.518035+02:00,2026-04-20T20:24:52.646624+02:00,57,0.95,com.apple.calculator,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T21:13:11.571551+02:00,2026-04-20T21:13:15.040770+02:00,3,0.05,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T21:13:21.874762+02:00,2026-04-20T21:21:37.387040+02:00,495,8.25,com.facebook.Facebook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T23:18:44.388344+02:00,2026-04-20T23:18:53.074508+02:00,8,0.13,com.apple.Preferences,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T23:18:53.097832+02:00,2026-04-20T23:18:58.139823+02:00,5,0.08,com.apple.Preferences,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-20T23:19:07.733687+02:00,2026-04-20T23:19:08.913406+02:00,1,0.02,com.apple.camera,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T05:47:51.472270+02:00,2026-04-21T05:47:58.727829+02:00,7,0.12,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T05:48:04.956549+02:00,2026-04-21T05:48:19.025685+02:00,14,0.23,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T05:48:19.025685+02:00,2026-04-21T05:48:20.656299+02:00,1,0.02,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T05:48:20.669069+02:00,2026-04-21T05:48:24.555724+02:00,3,0.05,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T05:48:24.555724+02:00,2026-04-21T05:49:58.289036+02:00,93,1.55,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T05:49:58.289036+02:00,2026-04-21T05:50:15.504318+02:00,17,0.28,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T05:50:16.377122+02:00,2026-04-21T05:58:49.340707+02:00,512,8.53,com.facebook.Facebook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T06:22:19.216830+02:00,2026-04-21T06:24:15.553562+02:00,116,1.93,com.openai.chat,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T06:24:15.569513+02:00,2026-04-21T06:27:15.933665+02:00,180,3.0,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T06:48:49.278908+02:00,2026-04-21T06:48:55.755556+02:00,6,0.1,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T06:56:06.665224+02:00,2026-04-21T06:56:32.888939+02:00,26,0.43,net.easypark.app,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T06:56:34.034118+02:00,2026-04-21T06:56:39.266741+02:00,5,0.08,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T06:56:40.214722+02:00,2026-04-21T06:56:46.389007+02:00,6,0.1,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T06:59:28.286979+02:00,2026-04-21T06:59:30.169787+02:00,1,0.02,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T06:59:30.547405+02:00,2026-04-21T07:02:06.821068+02:00,156,2.6,com.apple.mobilenotes,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T07:02:07.208351+02:00,2026-04-21T07:02:40.598644+02:00,33,0.55,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T07:05:24.717516+02:00,2026-04-21T07:05:30.611385+02:00,5,0.08,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T07:58:51.529835+02:00,2026-04-21T07:59:22.489071+02:00,30,0.5,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T07:59:22.507163+02:00,2026-04-21T07:59:24.349579+02:00,1,0.02,com.apple.mobilephone,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T07:59:24.349579+02:00,2026-04-21T07:59:42.600927+02:00,18,0.3,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T08:04:11.960841+02:00,2026-04-21T08:04:12.915483+02:00,0,0.0,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T08:04:12.915483+02:00,2026-04-21T08:04:15.145234+02:00,2,0.03,com.apple.mobilephone,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T08:04:17.569028+02:00,2026-04-21T08:04:40.737609+02:00,23,0.38,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T08:04:40.760935+02:00,2026-04-21T08:04:47.478903+02:00,6,0.1,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T08:05:40.901895+02:00,2026-04-21T08:15:36.243413+02:00,595,9.92,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T08:15:36.263434+02:00,2026-04-21T08:23:14.158631+02:00,457,7.62,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T08:23:14.430091+02:00,2026-04-21T08:23:20.422300+02:00,5,0.08,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T08:24:48.976832+02:00,2026-04-21T08:24:50.806567+02:00,1,0.02,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T08:24:50.821547+02:00,2026-04-21T08:25:32.185153+02:00,41,0.68,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T08:25:32.185153+02:00,2026-04-21T08:26:55.512073+02:00,83,1.38,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T08:26:56.503846+02:00,2026-04-21T08:27:03.352087+02:00,6,0.1,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T08:27:03.352087+02:00,2026-04-21T08:38:59.047196+02:00,715,11.92,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T08:39:01.608449+02:00,2026-04-21T08:41:57.704144+02:00,176,2.93,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T08:42:00.354388+02:00,2026-04-21T08:42:04.051748+02:00,3,0.05,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T08:42:04.051748+02:00,2026-04-21T08:43:47.908436+02:00,103,1.72,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T08:43:47.908436+02:00,2026-04-21T08:43:50.970837+02:00,3,0.05,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T08:43:50.970837+02:00,2026-04-21T08:43:59.042835+02:00,8,0.13,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T08:44:01.157694+02:00,2026-04-21T08:48:55.250801+02:00,294,4.9,com.facebook.Facebook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T08:48:56.152130+02:00,2026-04-21T08:50:42.814593+02:00,106,1.77,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T08:50:42.830308+02:00,2026-04-21T08:51:01.895736+02:00,19,0.32,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T08:51:01.895736+02:00,2026-04-21T08:51:07.861690+02:00,5,0.08,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T08:51:09.273552+02:00,2026-04-21T08:52:06.136929+02:00,56,0.93,com.facebook.Facebook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T08:54:31.965057+02:00,2026-04-21T08:55:24.332778+02:00,52,0.87,com.openai.chat,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T08:56:01.355358+02:00,2026-04-21T08:57:33.631714+02:00,92,1.53,com.openai.chat,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T08:59:25.889435+02:00,2026-04-21T08:59:27.120156+02:00,1,0.02,com.openai.chat,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T08:59:27.134059+02:00,2026-04-21T08:59:36.605862+02:00,9,0.15,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T08:59:39.240808+02:00,2026-04-21T08:59:41.264392+02:00,2,0.03,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T09:13:30.267371+02:00,2026-04-21T09:13:31.918733+02:00,1,0.02,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T09:13:32.609245+02:00,2026-04-21T09:14:16.885532+02:00,44,0.73,com.openai.chat,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T09:14:51.799578+02:00,2026-04-21T09:14:53.944179+02:00,2,0.03,com.openai.chat,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T09:14:57.125238+02:00,2026-04-21T09:15:00.191991+02:00,3,0.05,com.openai.chat,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T09:15:00.191991+02:00,2026-04-21T09:15:21.558923+02:00,21,0.35,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T09:15:55.284061+02:00,2026-04-21T09:16:28.855318+02:00,33,0.55,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T09:18:20.606715+02:00,2026-04-21T09:18:48.019516+02:00,27,0.45,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T09:19:07.553036+02:00,2026-04-21T09:19:55.471710+02:00,47,0.78,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T09:20:50.513201+02:00,2026-04-21T09:20:57.971509+02:00,7,0.12,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T09:20:57.971509+02:00,2026-04-21T09:21:00.055865+02:00,2,0.03,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T09:22:23.189447+02:00,2026-04-21T09:22:25.571077+02:00,2,0.03,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T09:22:25.588489+02:00,2026-04-21T09:22:28.316434+02:00,2,0.03,com.apple.mobilephone,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T09:22:28.316434+02:00,2026-04-21T09:22:30.059273+02:00,1,0.02,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T09:27:44.173544+02:00,2026-04-21T09:27:45.507879+02:00,1,0.02,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T09:27:45.507879+02:00,2026-04-21T09:27:48.660072+02:00,3,0.05,com.apple.mobilephone,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T09:27:49.408517+02:00,2026-04-21T09:27:57.826487+02:00,8,0.13,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T09:32:07.196773+02:00,2026-04-21T09:32:12.839656+02:00,5,0.08,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-21T09:33:11.295371+02:00,2026-04-21T09:33:27.832514+02:00,16,0.27,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
