date,app,usage_seconds,usage_minutes,usage_hours,daily_total_seconds,daily_total_minutes,daily_total_hours
2026-04-26,com.hammerandchisel.discord,53,0.88,0.01,7766,129.43,2.16
2026-04-26,com.nike.omega,1833,30.55,0.51,7766,129.43,2.16
2026-04-26,com.openai.chat,172,2.87,0.05,7766,129.43,2.16
2026-04-26,com.revolut.revolut,266,4.43,0.07,7766,129.43,2.16
2026-04-26,com.runbuddy.prod,11,0.18,0.0,7766,129.43,2.16
2026-04-26,com.toyopagroup.picaboo,174,2.9,0.05,7766,129.43,2.16
2026-04-27,com.apple.AppStore,355,5.92,0.1,7003,116.72,1.95
2026-04-27,com.apple.ClockAngel,17,0.28,0.0,7003,116.72,1.95
2026-04-27,com.apple.DocumentsApp,1,0.02,0.0,7003,116.72,1.95
2026-04-27,com.apple.InCallService,228,3.8,0.06,7003,116.72,1.95
2026-04-27,com.apple.MobileSMS,106,1.77,0.03,7003,116.72,1.95
2026-04-27,com.apple.Passbook,19,0.32,0.01,7003,116.72,1.95
2026-04-27,com.apple.PassbookUIService,3,0.05,0.0,7003,116.72,1.95
2026-04-27,com.apple.calculator,33,0.55,0.01,7003,116.72,1.95
2026-04-27,com.apple.mobilephone,9,0.15,0.0,7003,116.72,1.95
2026-04-27,com.apple.mobileslideshow,24,0.4,0.01,7003,116.72,1.95
2026-04-27,com.apple.mobiletimer,12,0.2,0.0,7003,116.72,1.95
2026-04-27,com.facebook.Facebook,1333,22.22,0.37,7003,116.72,1.95
2026-04-27,com.facebook.Messenger,87,1.45,0.02,7003,116.72,1.95
2026-04-27,com.google.Gmail,205,3.42,0.06,7003,116.72,1.95
2026-04-27,com.google.chrome.ios,1191,19.85,0.33,7003,116.72,1.95
2026-04-27,com.hammerandchisel.discord,1336,22.27,0.37,7003,116.72,1.95
2026-04-27,com.hisense.juconnect.connectLife,3,0.05,0.0,7003,116.72,1.95
2026-04-27,com.microsoft.Office.Outlook,13,0.22,0.0,7003,116.72,1.95
2026-04-27,com.openai.chat,526,8.77,0.15,7003,116.72,1.95
2026-04-27,com.revolut.revolut,613,10.22,0.17,7003,116.72,1.95
2026-04-27,com.runbuddy.prod,10,0.17,0.0,7003,116.72,1.95
2026-04-27,com.toyopagroup.picaboo,141,2.35,0.04,7003,116.72,1.95
2026-04-27,com.woltapp.wolt,738,12.3,0.2,7003,116.72,1.95
2026-04-28,com.apple.AppStore,3,0.05,0.0,2688,44.8,0.75
2026-04-28,com.apple.ContinuityCaptureShieldUI,25,0.42,0.01,2688,44.8,0.75
2026-04-28,com.apple.InCallService,250,4.17,0.07,2688,44.8,0.75
2026-04-28,com.apple.MobileSMS,61,1.02,0.02,2688,44.8,0.75
2026-04-28,com.apple.calculator,392,6.53,0.11,2688,44.8,0.75
2026-04-28,com.apple.camera,0,0.0,0.0,2688,44.8,0.75
2026-04-28,com.apple.findmy,25,0.42,0.01,2688,44.8,0.75
2026-04-28,com.apple.mobilephone,9,0.15,0.0,2688,44.8,0.75
2026-04-28,com.einnovation.temu,87,1.45,0.02,2688,44.8,0.75
2026-04-28,com.github.stormbreaker.prod,265,4.42,0.07,2688,44.8,0.75
2026-04-28,com.google.chrome.ios,196,3.27,0.05,2688,44.8,0.75
2026-04-28,com.google.ios.youtube,1,0.02,0.0,2688,44.8,0.75
2026-04-28,com.gymshark.store,11,0.18,0.0,2688,44.8,0.75
2026-04-28,com.hammerandchisel.discord,353,5.88,0.1,2688,44.8,0.75
2026-04-28,com.lidl.eci.lidl.plus,32,0.53,0.01,2688,44.8,0.75
2026-04-28,com.mcdonalds.mobileapp,2,0.03,0.0,2688,44.8,0.75
2026-04-28,com.microsoft.Office.Outlook,8,0.13,0.0,2688,44.8,0.75
2026-04-28,com.microsoft.azureauthenticator,2,0.03,0.0,2688,44.8,0.75
2026-04-28,com.nike.omega,12,0.2,0.0,2688,44.8,0.75
2026-04-28,com.openai.chat,5,0.08,0.0,2688,44.8,0.75
2026-04-28,com.revolut.revolut,292,4.87,0.08,2688,44.8,0.75
2026-04-28,com.runbuddy.prod,59,0.98,0.02,2688,44.8,0.75
2026-04-28,com.spotify.client,5,0.08,0.0,2688,44.8,0.75
2026-04-28,com.strava.stravaride,22,0.37,0.01,2688,44.8,0.75
2026-04-28,com.toyopagroup.picaboo,571,9.52,0.16,2688,44.8,0.75
2026-04-29,com.apple.HeadphoneProxService,3,0.05,0.0,3184,53.07,0.88
2026-04-29,com.apple.InCallService,195,3.25,0.05,3184,53.07,0.88
2026-04-29,com.apple.MobileSMS,469,7.82,0.13,3184,53.07,0.88
2026-04-29,com.apple.PassbookUIService,5,0.08,0.0,3184,53.07,0.88
2026-04-29,com.apple.Preferences,21,0.35,0.01,3184,53.07,0.88
2026-04-29,com.apple.camera,21,0.35,0.01,3184,53.07,0.88
2026-04-29,com.apple.mobilecal,4,0.07,0.0,3184,53.07,0.88
2026-04-29,com.apple.mobilephone,33,0.55,0.01,3184,53.07,0.88
2026-04-29,com.apple.mobileslideshow,106,1.77,0.03,3184,53.07,0.88
2026-04-29,com.einnovation.temu,21,0.35,0.01,3184,53.07,0.88
2026-04-29,com.github.stormbreaker.prod,47,0.78,0.01,3184,53.07,0.88
2026-04-29,com.google.Gmail,29,0.48,0.01,3184,53.07,0.88
2026-04-29,com.google.Maps,86,1.43,0.02,3184,53.07,0.88
2026-04-29,com.google.chrome.ios,1388,23.13,0.39,3184,53.07,0.88
2026-04-29,com.hammerandchisel.discord,75,1.25,0.02,3184,53.07,0.88
2026-04-29,com.klarna.app,22,0.37,0.01,3184,53.07,0.88
2026-04-29,com.microsoft.Office.Outlook,9,0.15,0.0,3184,53.07,0.88
2026-04-29,com.openai.chat,254,4.23,0.07,3184,53.07,0.88
2026-04-29,com.revolut.revolut,8,0.13,0.0,3184,53.07,0.88
2026-04-29,com.runbuddy.prod,29,0.48,0.01,3184,53.07,0.88
2026-04-29,com.spotify.client,30,0.5,0.01,3184,53.07,0.88
2026-04-29,com.toyopagroup.picaboo,329,5.48,0.09,3184,53.07,0.88
2026-04-30,com.apple.InCallService,1156,19.27,0.32,5444,90.73,1.51
2026-04-30,com.apple.MobileSMS,538,8.97,0.15,5444,90.73,1.51
2026-04-30,com.apple.PosterBoard,4,0.07,0.0,5444,90.73,1.51
2026-04-30,com.apple.calculator,132,2.2,0.04,5444,90.73,1.51
2026-04-30,com.apple.camera,7,0.12,0.0,5444,90.73,1.51
2026-04-30,com.apple.mobilephone,172,2.87,0.05,5444,90.73,1.51
2026-04-30,com.apple.mobileslideshow,21,0.35,0.01,5444,90.73,1.51
2026-04-30,com.facebook.Facebook,719,11.98,0.2,5444,90.73,1.51
2026-04-30,com.google.Gmail,115,1.92,0.03,5444,90.73,1.51
2026-04-30,com.google.GoogleMobile,82,1.37,0.02,5444,90.73,1.51
2026-04-30,com.google.Maps,328,5.47,0.09,5444,90.73,1.51
2026-04-30,com.google.chrome.ios,1146,19.1,0.32,5444,90.73,1.51
2026-04-30,com.hammerandchisel.discord,162,2.7,0.04,5444,90.73,1.51
2026-04-30,com.revolut.revolut,659,10.98,0.18,5444,90.73,1.51
2026-04-30,com.toyopagroup.picaboo,203,3.38,0.06,5444,90.73,1.51
2026-05-01,com.apple.InCallService,60,1.0,0.02,1683,28.05,0.47
2026-05-01,com.apple.LocalAuthenticationUIService,2,0.03,0.0,1683,28.05,0.47
2026-05-01,com.apple.Maps,4,0.07,0.0,1683,28.05,0.47
2026-05-01,com.apple.MobileSMS,447,7.45,0.12,1683,28.05,0.47
2026-05-01,com.apple.Preferences,10,0.17,0.0,1683,28.05,0.47
2026-05-01,com.apple.camera,20,0.33,0.01,1683,28.05,0.47
2026-05-01,com.apple.mobilephone,6,0.1,0.0,1683,28.05,0.47
2026-05-01,com.apple.mobileslideshow,119,1.98,0.03,1683,28.05,0.47
2026-05-01,com.einnovation.temu,71,1.18,0.02,1683,28.05,0.47
2026-05-01,com.facebook.Facebook,13,0.22,0.0,1683,28.05,0.47
2026-05-01,com.facebook.Messenger,7,0.12,0.0,1683,28.05,0.47
2026-05-01,com.google.Gmail,52,0.87,0.01,1683,28.05,0.47
2026-05-01,com.google.chrome.ios,175,2.92,0.05,1683,28.05,0.47
2026-05-01,com.hammerandchisel.discord,58,0.97,0.02,1683,28.05,0.47
2026-05-01,com.microsoft.Office.Outlook,3,0.05,0.0,1683,28.05,0.47
2026-05-01,com.openai.chat,86,1.43,0.02,1683,28.05,0.47
2026-05-01,com.revolut.revolut,91,1.52,0.03,1683,28.05,0.47
2026-05-01,com.toyopagroup.picaboo,459,7.65,0.13,1683,28.05,0.47
2026-05-02,com.apple.ContinuityCaptureShieldUI,4,0.07,0.0,4995,83.25,1.39
2026-05-02,com.apple.InCallService,405,6.75,0.11,4995,83.25,1.39
2026-05-02,com.apple.MobileSMS,389,6.48,0.11,4995,83.25,1.39
2026-05-02,com.apple.PassbookUIService,34,0.57,0.01,4995,83.25,1.39
2026-05-02,com.apple.Preferences,8,0.13,0.0,4995,83.25,1.39
2026-05-02,com.apple.calculator,49,0.82,0.01,4995,83.25,1.39
2026-05-02,com.apple.camera,0,0.0,0.0,4995,83.25,1.39
2026-05-02,com.apple.mobilecal,42,0.7,0.01,4995,83.25,1.39
2026-05-02,com.apple.mobilephone,65,1.08,0.02,4995,83.25,1.39
2026-05-02,com.apple.mobileslideshow,22,0.37,0.01,4995,83.25,1.39
2026-05-02,com.google.Gmail,95,1.58,0.03,4995,83.25,1.39
2026-05-02,com.google.Maps,6,0.1,0.0,4995,83.25,1.39
2026-05-02,com.google.chrome.ios,1831,30.52,0.51,4995,83.25,1.39
2026-05-02,com.google.ios.youtube,354,5.9,0.1,4995,83.25,1.39
2026-05-02,com.gymshark.store,466,7.77,0.13,4995,83.25,1.39
2026-05-02,com.hammerandchisel.discord,393,6.55,0.11,4995,83.25,1.39
2026-05-02,com.lidl.eci.lidl.plus,322,5.37,0.09,4995,83.25,1.39
2026-05-02,com.runbuddy.prod,89,1.48,0.02,4995,83.25,1.39
2026-05-02,com.spotify.client,54,0.9,0.01,4995,83.25,1.39
2026-05-02,com.toyopagroup.picaboo,367,6.12,0.1,4995,83.25,1.39
2026-05-03,com.apple.ClockAngel,11,0.18,0.0,3439,57.32,0.96
2026-05-03,com.apple.InCallService,841,14.02,0.23,3439,57.32,0.96
2026-05-03,com.apple.MobileSMS,185,3.08,0.05,3439,57.32,0.96
2026-05-03,com.apple.Preferences,21,0.35,0.01,3439,57.32,0.96
2026-05-03,com.apple.mobilephone,52,0.87,0.01,3439,57.32,0.96
2026-05-03,com.apple.mobiletimer,17,0.28,0.0,3439,57.32,0.96
2026-05-03,com.facebook.Facebook,85,1.42,0.02,3439,57.32,0.96
2026-05-03,com.facebook.Messenger,3,0.05,0.0,3439,57.32,0.96
2026-05-03,com.google.Gmail,61,1.02,0.02,3439,57.32,0.96
2026-05-03,com.google.chrome.ios,707,11.78,0.2,3439,57.32,0.96
2026-05-03,com.google.ios.youtube,62,1.03,0.02,3439,57.32,0.96
2026-05-03,com.hammerandchisel.discord,807,13.45,0.22,3439,57.32,0.96
2026-05-03,com.hisense.juconnect.connectLife,87,1.45,0.02,3439,57.32,0.96
2026-05-03,com.openai.chat,91,1.52,0.03,3439,57.32,0.96
2026-05-03,com.toyopagroup.picaboo,409,6.82,0.11,3439,57.32,0.96
2026-05-04,com.apple.ClockAngel,27,0.45,0.01,13393,223.22,3.72
2026-05-04,com.apple.InCallService,1547,25.78,0.43,13393,223.22,3.72
2026-05-04,com.apple.MobileSMS,575,9.58,0.16,13393,223.22,3.72
2026-05-04,com.apple.PassbookUIService,22,0.37,0.01,13393,223.22,3.72
2026-05-04,com.apple.Preferences,45,0.75,0.01,13393,223.22,3.72
2026-05-04,com.apple.calculator,50,0.83,0.01,13393,223.22,3.72
2026-05-04,com.apple.camera,20,0.33,0.01,13393,223.22,3.72
2026-05-04,com.apple.mobilecal,135,2.25,0.04,13393,223.22,3.72
2026-05-04,com.apple.mobilephone,48,0.8,0.01,13393,223.22,3.72
2026-05-04,com.apple.mobileslideshow,33,0.55,0.01,13393,223.22,3.72
2026-05-04,com.apple.mobiletimer,108,1.8,0.03,13393,223.22,3.72
2026-05-04,com.apple.reminders,3,0.05,0.0,13393,223.22,3.72
2026-05-04,com.apple.weather,13,0.22,0.0,13393,223.22,3.72
2026-05-04,com.einnovation.temu,47,0.78,0.01,13393,223.22,3.72
2026-05-04,com.facebook.Facebook,4446,74.1,1.24,13393,223.22,3.72
2026-05-04,com.facebook.Messenger,1104,18.4,0.31,13393,223.22,3.72
2026-05-04,com.google.Gmail,95,1.58,0.03,13393,223.22,3.72
2026-05-04,com.google.chrome.ios,2472,41.2,0.69,13393,223.22,3.72
2026-05-04,com.google.ios.youtube,21,0.35,0.01,13393,223.22,3.72
2026-05-04,com.hammerandchisel.discord,248,4.13,0.07,13393,223.22,3.72
2026-05-04,com.mcdonalds.mobileapp,34,0.57,0.01,13393,223.22,3.72
2026-05-04,com.microsoft.Office.Outlook,46,0.77,0.01,13393,223.22,3.72
2026-05-04,com.nike.omega,102,1.7,0.03,13393,223.22,3.72
2026-05-04,com.openai.chat,1010,16.83,0.28,13393,223.22,3.72
2026-05-04,com.strava.stravaride,0,0.0,0.0,13393,223.22,3.72
2026-05-04,com.toyopagroup.picaboo,1103,18.38,0.31,13393,223.22,3.72
2026-05-04,net.easypark.app,39,0.65,0.01,13393,223.22,3.72
2026-05-05,com.apple.AppStore,58,0.97,0.02,16483,274.72,4.58
2026-05-05,com.apple.ClockAngel,12,0.2,0.0,16483,274.72,4.58
2026-05-05,com.apple.ContinuityCaptureShieldUI,3,0.05,0.0,16483,274.72,4.58
2026-05-05,com.apple.Fitness,8,0.13,0.0,16483,274.72,4.58
2026-05-05,com.apple.Health,10,0.17,0.0,16483,274.72,4.58
2026-05-05,com.apple.InCallService,1231,20.52,0.34,16483,274.72,4.58
2026-05-05,com.apple.MobileSMS,671,11.18,0.19,16483,274.72,4.58
2026-05-05,com.apple.PosterBoard,1,0.02,0.0,16483,274.72,4.58
2026-05-05,com.apple.Preferences,150,2.5,0.04,16483,274.72,4.58
2026-05-05,com.apple.camera,0,0.0,0.0,16483,274.72,4.58
2026-05-05,com.apple.mobilenotes,142,2.37,0.04,16483,274.72,4.58
2026-05-05,com.apple.mobilephone,52,0.87,0.01,16483,274.72,4.58
2026-05-05,com.apple.mobileslideshow,103,1.72,0.03,16483,274.72,4.58
2026-05-05,com.apple.mobiletimer,12,0.2,0.0,16483,274.72,4.58
2026-05-05,com.apple.shortcuts,60,1.0,0.02,16483,274.72,4.58
2026-05-05,com.apple.weather,7,0.12,0.0,16483,274.72,4.58
2026-05-05,com.facebook.Facebook,30,0.5,0.01,16483,274.72,4.58
2026-05-05,com.facebook.Messenger,50,0.83,0.01,16483,274.72,4.58
2026-05-05,com.google.Gmail,325,5.42,0.09,16483,274.72,4.58
2026-05-05,com.google.chrome.ios,3838,63.97,1.07,16483,274.72,4.58
2026-05-05,com.google.ios.youtube,6826,113.77,1.9,16483,274.72,4.58
2026-05-05,com.gymshark.store,19,0.32,0.01,16483,274.72,4.58
2026-05-05,com.hammerandchisel.discord,223,3.72,0.06,16483,274.72,4.58
2026-05-05,com.hisense.juconnect.connectLife,126,2.1,0.04,16483,274.72,4.58
2026-05-05,com.lidl.eci.lidl.plus,334,5.57,0.09,16483,274.72,4.58
2026-05-05,com.microsoft.Office.Outlook,16,0.27,0.0,16483,274.72,4.58
2026-05-05,com.openai.chat,657,10.95,0.18,16483,274.72,4.58
2026-05-05,com.runbuddy.prod,7,0.12,0.0,16483,274.72,4.58
2026-05-05,com.toyopagroup.picaboo,1426,23.77,0.4,16483,274.72,4.58
2026-05-05,net.easypark.app,86,1.43,0.02,16483,274.72,4.58
2026-05-06,com.apple.InCallService,48,0.8,0.01,1903,31.72,0.53
2026-05-06,com.apple.MobileSMS,3,0.05,0.0,1903,31.72,0.53
2026-05-06,com.apple.Preferences,671,11.18,0.19,1903,31.72,0.53
2026-05-06,com.apple.camera,0,0.0,0.0,1903,31.72,0.53
2026-05-06,com.apple.facetime,6,0.1,0.0,1903,31.72,0.53
2026-05-06,com.apple.mobilephone,3,0.05,0.0,1903,31.72,0.53
2026-05-06,com.facebook.Facebook,2,0.03,0.0,1903,31.72,0.53
2026-05-06,com.google.Gmail,6,0.1,0.0,1903,31.72,0.53
2026-05-06,com.google.chrome.ios,645,10.75,0.18,1903,31.72,0.53
2026-05-06,com.hammerandchisel.discord,98,1.63,0.03,1903,31.72,0.53
2026-05-06,com.lidl.eci.lidl.plus,388,6.47,0.11,1903,31.72,0.53
2026-05-06,com.microsoft.Office.Outlook,11,0.18,0.0,1903,31.72,0.53
2026-05-06,com.toyopagroup.picaboo,22,0.37,0.01,1903,31.72,0.53
